Name,Name 2,2008 Wreck ID,Latitude,Longitude,Geo Q,Start Date,End Date,Date Q,Depth,Depth Q,Year Found,Year Found Q,Cargo 1,Type 1,Cargo 2,Type 2,Cargo 3,Type 3,Other Cargo,Gear,Estimated Capacity,Comments,Length,Width,Size estimate Q,Parker reference,Bibliography and notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap del Vol,,142,42.350,3.167,,-10,5,ca,24.0,,,,amphoras,Pascual1,ceramic,"coarseware, fine-wall jars, imitation Arretine",,,,"pump, part of anchor",,"mast-step, sternpost, planking, lead sheets, hull",19.0,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap Gros,Collioure,143,42.517,3.100,,-125,-50,ca / ?,54.0,,1977-1988,ca (1977 observed 1988 excavated),amphoras,Dressel 1B and 1C,ceramic,"cooking pots (ollae), ceramic ampuritaine",metal,copper urn,,"wooden pump with discs and tubes,",,"Cap Gros dated end C2 BC or first half C1 BC; Dressel 1B, 1C (proportion 20:1)",10.5,5.5,,187,J. P. Joncheray 1989.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap Leucate 1,,144,42.917,3.067,,1,275,ca / ?,,,,,amphoras,Dr20,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap Leucate 2,,145,42.917,3.067,,-50,100,ca / ?,,,,,amphoras,Dr2-4,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap Magroua,,146,36.417,0.817,,1,500,,,,,,amphoras,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cap Roux 2,,147,43.433,6.933,,300,400,?,38.0,,,,amphoras,LR cylindrical,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Akritas,,148,36.717,21.867,,0,0,,10.0,,,,amphoras,,,,,,,ballast,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Andreas 1,,149,35.667,34.583,,400,650,?,18.0,,,,ceramic,roof tiles,metal,bronze fragments,,,,lead anchor reinforcement collar,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Andreas 2,,150,35.667,34.583,,600,700,?,9.0,,,,amphoras,Riley LR13,glass,vessels,,,,,,tiles from cabin roof,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Andreas 3,,151,35.667,34.583,,450,650,ca / ?,10.0,,,,amphoras,Riley LR1 & 1A,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Andreas 5,,152,35.667,34.583,,450,650,ca / ?,25.0,,,,amphoras,Byzantine baluster-shaped,ceramic,terracotta sarcophagi,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Andreas 6,,153,35.667,34.583,,1,500,,20.0,,,,tiles,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Gelidonya 3,,154,36.233,30.417,ca,0,0,,46.0,,,,,,,,,,,,,hearth tiles from galley,5.0,3.0,remains,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Gelidonya 4,,155,36.233,30.417,ca,1200,1500,?,54.0,,,,ceramic,Late Byz sgraffito pottery,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Kiti 1,,157,34.800,33.617,,600,700,?,2.0,,,,amphoras,Byz,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Kiti 2,,158,34.800,33.617,,-10,40,ca / ?,,shallow,,,amphoras,Dr6A,,,,,,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Sidero 1,,159,35.317,26.333,ca,1,500,,,,,,amphoras,(?),,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Sidero 2,,160,35.317,26.333,ca,500,1500,,,,,,amphoras,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Bellavista,,162,39.917,9.717,,-25,25,?,7.0,,,,metal,copper ingots,metal,tin ingots,metal,lead ingots,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Carbonara 2,,163,39.100,9.500,,200,275,ca / ?,10.0,,,,amphoras,Afr1,,,,,,pottery vaulting tube,,500 m offshore,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Carbonara 3,,164,39.083,9.533,,30,70,ca,,shallow,,,ceramic,wall tiles,ceramic,pipes,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Cimiti,,165,38.950,17.167,,1,500,,7.0,,,,marble,cipollino columns,,,,,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo di Muro,,166,41.750,8.667,,1,500,,22.0,,,,amphoras,pear-shaped,,,,,,lead anchor stocks,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Ferrato,,167,39.283,9.617,,1,500,?,3.0,,,,ceramic,roof tiles,amphoras,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Granitola 1,,168,37.550,12.667,,225,275,ca,,shallow,,,marble,Proconessian marble blocks,ceramic,pottery,amphoras,Kapitän2,,iron anchor and lead stock,,150 m from shore,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Granitola 3,,169,37.550,12.667,,250,400,ca / ?,,,,,amphoras,LR,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Granitola 4,,170,37.550,12.667,ca,300,500,?,,,,,marble,Asiatic marble capitals and plinths,,,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Graziano 3,,174,38.550,14.583,,1,10,ca / ?,44.0,,,,amphoras,Dr20 Dr7 Dr2-4 horn-handled,,,,,,lead anchor stock,,100 m from coast,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Graziano 12,,171,38.550,14.583,,150,250,ca / ?,35.0,,,,amphoras,Afr1 Afr2A,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Graziano 13,,172,38.550,14.567,,1,500,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Graziano 14,,173,38.550,14.567,ca,400,400,ca,42.0,,,,amphoras,Keay61,ceramic,strainer jar,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Passero,,175,36.683,15.150,,400,650,ca / ?,12.0,,,,tiles,roof tiles,amphoras,Byzantine,,,,,,,20.0,36.0,remains,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Plaia,,176,38.017,13.933,,200,275,ca / ?,1.0,,,,amphoras,Afr1 Tripolitanian,ceramic,small jug,stone,grinding stone,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Rizzuto,,177,38.900,17.067,ca,1,500,?,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo San Alessio,,178,37.900,15.350,,100,300,?,50.0,,,,amphoras,"small base-ring, cf. Panella46",,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo San Vito,,179,40.417,17.217,,1,500,,,,,,amphoras,,,,,,,lead-stocked anchor,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Sant'Elia,,180,39.167,9.150,ca,1,500,?,,,,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Schisò (Italy),,181,37.825,15.277,ca,1,500,,,,,,stone,Roman hand mills - millstones,,,,,,,,Unpublished,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Taormina,,182,37.833,15.300,,1,500,,28.0,,,,marble,"37 green marble columns, 2 blocks",,,,,,sounding lead,,copper bolt with square plate,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Testa 1,,183,41.233,9.133,ca,1,75,ca / ?,16.0,,,,amphoras,Haltern70 Dr9,ceramic,brown-glazed dish,metal,2 lead plates,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capo Vite,,184,42.867,10.400,,1300,1500,?,72.0,,,,ceramic,pottery,,,,,,,,metal sheaves and timbers,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capraia 1,,185,43.050,9.833,ca,-100,100,?,35.0,,,,amphoras,'wine amphoras',,,,,,,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capraia 2,,186,43.067,9.817,,1,500,,50.0,,,,amphoras,,ceramic,pottery,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capraia 3,,187,42.983,9.800,,0,0,,100.0,,,,metal,bronze statues,marble,statues,,,,,,timbers,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capraia 4,,188,43.000,9.800,?,1,500,?,,,,,marble,blocks,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capraia 5,,189,43.067,9.833,,1000,1500,?,52.0,,,,ceramic,pottery bowls,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caprera,,190,41.233,9.450,,100,200,?,,,,,amphoras,Dr20,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carro 1,,191,43.317,5.033,,525,550,ca / ?,5.0,,,,amphoras,,ceramic,terra sigillata chiara dish,metal,"lead bar, lead stock or ingot",,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carro 3,,192,43.317,5.033,,1,275,ca,,,,,amphoras,Dr20,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartagena 1,,193,37.600,-0.983,,-50,50,ca / ?,,,,,metal,lead ingoterra sigillata,ceramic,,,,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castellammare del Golfo,,195,38.050,12.883,ca,1400,1500,,70.0,,,,ceramic,Pisan pottery,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castelsardo,,196,40.917,8.700,,100,200,?,12.0,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castillo,'El Pecio Castillo',197,37.800,-0.733,,1,100,,,,,,amphoras,Beltran2A,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Catalans, Les",,198,43.283,5.333,,350,350,ca / ?,41.0,,,,amphoras,Almagro51A Dr23 cylindrical Beltran72,,,,,,,,bricks of cooking hearth,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavallo 1,,199,41.350,9.250,,40,50,ca,12.0,,,,amphoras,Dr2-4; 2 Spanish amphoras,glass,clear bowls with greenish rim,ceramic,"mortarium, larger Italian terra sigillata plate, coarseware, terra sigillata inkwell,","bronze lamp, bronze figurine, 2 coins, ladle or strainer handle and hook, 5-pronged fishing spear, 50 iron and 50 copper nails,","sounding-lead, ballast",,"preserved hull, keel, some strakes, some frames",,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavallo 2,,200,41.367,9.250,,275,400,?,8.0,,,,amphoras,LR,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavlena,,201,45.100,14.450,,1,500,?,,,,,marble,columns,stone,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavoli,,203,39.083,9.533,,1425,1440,ca,13.0,,,,metal,"lead token, silver spoon, bronze cauldron, steelyard weight, scissors, sword",ceramic,cobalt blue glazed ware,tiles,,,"iron anchor, 7 cannon, 16 breeches, stone and iron balls, lead shot; lead token, silver spoon, bronze cauldron, steelyard weight, scissors, cobalt blue glazed ware, tiles, sword",,ship's planking,,,,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cefalù,,204,38.017,14.033,,400,600,,3.0,,,,amphoras,"some still corked, w/ inscriptions of content, type Riley LRA 1 = Scorpan VIII B = British Bii",amphoras,Byzantine . For oil (type Riley LRA 2 = Scorpan VII A = British Bi),amphoras,"Scorpan 5o, 2k, 16s/Riley LRA8, 3i","amphora stores (Keay53, 54, 55, 62), terra sigillata chiara type D decorated, iron and stone utensils, domestic pottery,  axe","ballast, several iron anchors",,"bricks from galley, frame timbers",35.0,6.0,remains,292,"G. Purpura 1993, 163-184.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervia,,205,44.317,12.317,,1,500,?,,in alluvium,,,metal,copper pot,amphoras,fragments,,,,"sounding lead, roof tile, iron anchor",,hull of a lagoon boat,15.0,3.0,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervo,,206,43.917,8.117,,-50,100,ca / ?,,,,,amphoras,Dr2-4,,,,,,,,less than 1 mile from shore,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chantenay,,207,46.750,3.000,ca,1,500,,,,,,ceramic,Roman fineware,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaudeney-sur-Moselle 1,,209,47.817,5.500,,1,500,,,,,,,,,,,,,,,"dugout, 14C 100 +/-60",,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaudeney-sur-Moselle 2,,210,47.817,5.500,,1,500,,,,,,,,,,,,,,,"dugout, 14C 200 +/-70",,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherchel 1,,211,36.600,2.183,,-25,75,ca / ?,4.0,,,,metal,lead ingots,,,,,,,,well-preserved hull,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherchel 2,,212,36.600,2.183,,1,500,,,,,,ceramic,pottery,,,,,,,,well-preserved hull,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chia,,213,38.900,8.900,ca,200,275,ca / ?,44.0,,,,amphoras,Dr20,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiessi,,214,42.750,10.100,,60,85,ca / ?,50.0,,,,amphoras,"Beltran2A Dr20 Haltern70; 2 Ibizan amphoras, Dr2-4 amphora",metal,lead ingot,ceramic,"South Gaulish terra sigillata dish, two terra sigillata bowls, terra sigillata chiara A lid and cup",,decorated lead tank,,copper nail,25.0,12.0,remains,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chrétienne 2, La",,215,43.417,6.883,,50,200,,,,,,amphoras,Beltran2B,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chrétienne 4, La",,216,43.417,6.883,,325,375,ca / ?,25.0,,,,amphoras,"Almagro51C Beltran 72 cylindrical ovoid, Dr23",ceramic,pottery,,,,2 lead anchors,,remains of hull,,,,305,"J.P. Joncheray 1997a, 121-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chrétienne 8, La",,217,43.417,6.883,,15,20,ca,58.0,,,,amphoras,"Dr2-4, Dr9-10, Dr7, Dr43, Dr20 Punic Rhodian amphoras",ceramic,"coarseware jugs, fine-wall vessels",glass,vessels,"2 axes, short sword sheath, cutlass, dagger, roll of lead","pump, 2 anchors",,well-preserved hull,15.0,5.0,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chrétienne 9, La",,218,43.417,6.883,,1,100,?,53.0,,,,amphoras,"Dr9-10, apparently Dr26, related to Dr28",,,,,resin,lead pipe,,,5.0,8.0,remains,308,"P. Sibella 1997, 228-229.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cikat,,220,44.517,14.450,,-100,100,,,,,,amphoras,Lam6 Dr6,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ciotat 4, La",,221,43.083,5.617,ca,275,275,ca,,'considerable',,,coins,"coins of Saloninus-Quintillus, from 260s to early 270s",,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciovo,,222,43.500,16.283,,-100,200,?,,,,,ceramic,leaf-pattern imitation ts,,,,,,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circeo 4,,223,41.217,13.117,?,-25,25,,15.0,,,,dolia,,amphoras,Dr2-4,ceramic,terra sigillata italica,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circeo 5,,224,41.233,13.033,,200,325,,,,,,amphoras,Afr2B or 2D,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circeo 6,,225,41.233,13.000,ca,0,0,,,,,,amphoras,Halter70 Cam186,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciudadela (Spain),,226,39.983,3.817,ca,1,500,,,,,,amphoras,Roman,,,,,,,,,,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civitavecchia,,227,42.083,11.767,,50,150,ca / ?,,,,,amphoras,pear-shaped,,,,,,,,keel and planking,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colonia de Sant Jordi 3,,228,39.300,3.000,,250,300,ca / ?,,,,,amphoras,Afr2B-D,ceramic,large plates with blackened rim,,,,,,,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colonia de Sant Jordi 4,,229,39.300,3.000,,0,0,,,,,,,,,,,,,,,hull,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbretes,,230,39.833,0.667,,-25,75,ca / ?,35.0,,,,amphoras,Dr7-11,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conillera,San Antonio Abad,232,38.967,1.200,,30,190,ca / ?,30.0,,,,amphoras,Beltran4B,ceramic,Dressel 15,metal,ingots,,lead anchor stock,,extensive remains of ship; some of cargo came from Lusitania,25.0,10.0,remains,334,"F. Mayet 1987, 289.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contarina,,233,45.033,12.217,,1200,1225,,,silted,,,nothing reported,,,,,,,,,"ship, stringers",21.0,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corbella,,234,42.717,10.350,,1,500,,45.0,,,,,,,,,,,lead anchor stock,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corsica,,235,41.000,9.000,ca,274,274,ca,,,,,coins,gold coins minted 270-274,metal,thick gold rings,,,,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corte Cavanella,,236,45.350,12.267,ca,1,300,,,silted,,,ceramic,,glass,,lamps,oil lamps,coins,,,"flat-bottomed boat in a cavana, a Venetian boat shelter. Left in situ.",7.5,1.9,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortegada,,237,42.500,-8.883,ca,1,100,?,,,,,amphoras,,ceramic,"terra sigillata plates, native pottery",tiles,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courreaux-de-Groix (France),,238,47.686,-3.369,ca,0,0,,,,,,amphoras,Dr1,,,,,,,,No direct evidence. Only one amphora.,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cova del Infern,,239,42.317,3.317,ca,-100,150,?,,,,,dolia,,,,,,,,,,,,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cudrefin,Dugout 'Cudrefin VD 1871',240,46.950,7.017,,-50,150,ca,,,,,nothing reported,,,,,,,,,"dugout, resembles Bronze Age boat, 14C end of Iron age or early Roman period",11.3,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva del Jarro 2,,241,36.717,-3.717,,50,100,ca / ?,30.0,,,,amphoras,Dr20 Beltran2B,metal,bronze Roman cuirass,,,,,,,,,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culip 1,L'Encalladora,242,42.317,3.283,,-50,25,ca / ?,12.0,,,,amphoras,Pascual1,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culip 3,,243,42.317,3.283,,-50,25,ca / ?,18.0,,,,amphoras,Pascual1,,,,,,,,perhaps ship's hull,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culip 4,,244,42.317,3.283,,70,80,ca,7.0,,,,amphoras,Dr20,ceramic,"fine-wall cups and beakers, lamps",ceramic,South Gaulish terra sigillata plain and decorated vessels (Drag37 & 29),"amphoras, cooking pottery, two mortaria, five tiles, two lamps, glass unguentarium, three bronze rings, pottery bead or spindle whorl, stone tablets, glass and stone counters. lead fishing weights","lead ring, nail-lifter or drove, signal horn amphoras, cooking pottery, two mortaria, five tiles, two lamps, glass unguentarium, three bronze rings, pottery bead or spindle whorl, stone tablets, glass and stone counters. lead fishing weights",,"small fragments of hull, frames and planking, nails, pump",10.0,3.0,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culip 5,,245,42.317,3.283,,50,100,ca / ?,,,,,amphoras,Beltran2A,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culip 6,,246,42.317,3.283,,1350,1400,ca / ?,5.0,less than ten meters says Rieth,,,ceramic,pottery from Granada and Languedoc,,,,,"meat; butchered sheep/goat, cattle, horse, pig, fowl",,,Rieth says beginning of 14th C.; probably Catalan origin; preserved hull (11m of the bottom of hull preserved),,,,349,"E. Rieth 1998, 205-212.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datca 1,,249,36.717,27.683,ca,400,650,?,,,,,amphoras,Byzantine,,,,,,,,,,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datca 2,,250,36.650,27.667,ca,650,725,ca,49.0,,,,amphoras,globular baluster-shaped,,,,,,,,well-preserved hull,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datca 3,,251,36.717,27.433,ca,275,325,,37.0,,,,amphoras,Kapitän1 RobinsonK114,,,,,,,,,,,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delphinion,,255,38.483,26.117,,400,600,?,10.0,,,,amphoras,"similar to RileyD377, perhaps Riley LR1",,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denia 1,,256,38.000,0.000,,150,225,ca,400.0,,,,amphoras,Dr20,,,,,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denia 2,,257,38.000,0.000,ca,0,0,,,,,,amphoras,Dr2-4,,,,,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhia 1,,261,35.417,25.217,ca,1,100,,30.0,,,,amphoras,Roman-type Rhodian Nubian Coan Dr18 Dr25,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhia 2,,262,35.417,25.217,ca,900,1000,?,,,,,amphoras,Günsenin1,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhia 3,,263,35.417,25.217,ca,1100,1200,?,,,,,amphoras,Günsenin3,,,,,,,,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diano Marina 1,,264,43.883,8.100,,50,50,ca,50.0,,,,amphoras,Dr2-4; Dr7-11,dolia,,ceramic,"coarseware, fine-wall ware, mortarium, Italian terra sigillata, volute lamps,","lead container, glass paste counters, engraved cornelian gem, gold ring with garnet, rooftiles, fishing weights","Dr7-11 amphoras, coarseware, fine-wall ware, mortarium, Italian terra sigillata, volute lamps, lead container, glass paste counters, engraved cornelian gem, gold ring with garnet, rooftiles, fishing weights",,well-preserved hull,25.0,,remains,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diano Marina 2,,265,43.883,8.100,ca,0,0,,,,,,amphoras,Beltran2B,,,,,,,,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dor,,266,32.600,34.900,,600,700,,2.0,,,,amphoras,,,,,,,t-shaped iron anchor,,well-preserved bottom of Byzantine ship. Further Raveh and Kingsley 1992 brief survey shows 3 or more wrecks datable to Byzantine period in the same location,,,,367,"K. Raveh and S. Kingsley 1992, 309-315; A.D. de la Presle 1993, 580-589; S. Kingsley and K. Raveh 1994, 1-12; S. Kingsley and K. Raveh 1994, 289-295; Y. Kahanov and J.G. Royal 2001, 257-265.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonera 1,,276,39.567,2.333,?,200,275,ca / ?,30.0,,,,amphoras,Afr2A,,,,,,,,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonera 3,,277,39.567,2.350,?,0,0,,4.0,,,,amphoras,,,,,,,,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dramont 2,,278,43.400,6.833,,1,25,,39.0,,,,amphoras,Dr2-4,ceramic,"cooking ware, Arretine, and Iberian pottery",,,,,,,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dramont 4,,279,43.400,6.833,,40,50,ca,55.0,or 53,,,amphoras,"Rhodian Dr2-4, [Dr45 for Type II says Carraze] Amphoras Dr2-5, probably 44-45]",stone,mortaria,metal,bronze pumps,"lamps, lead jar, storage amphoras, cooking pots, flat dish, lids, bronze jar, bronze skillets, Arretine cups and plates, fine-wall goblet, coarseware vessels, copper nails in a basket, axe, gimlet, graver, axe-hammer, key, knife, tools, bronze inkwell","1 lead-stocked and 3 iron anchors, 2 sounding leads",,part of spar,18.0,6.0,remains,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dramont 5,Dramont E,280,43.400,6.833,,420,425,ca,42.0,,,,amphoras,"large cylindrical (cf Keay 35), Keay 25, spatheia; LRA4A; Keay 52; Almagro 51C",ceramic,"terra sigillata chiara D (Hayes 61B, 64, 65, 50B);  jugs, platter",coins,dated 383-423,"weights, rotary hand-mill of limestone, vaulting tubes","large iron anchors, sounding-lead",,"mast-partners, mast foot, mast-step, pump-well; homogeneously preserved hull; dating from bronze money. Homogenous cargo of amphoras and many wares were produced in Nabeul (Neapolis); other wares produced in yet unlocalized workshop stylistically related to Sidi Khalifa: Bonifay 2004, 452-3.",18.0,6.0,,375,"J.P. Joncheray 1972, 11-34; C. Santamaria 1995; S. Kingsley 2004, 25, 47; D. Pieri 2005, 42-43.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dramont 6,,281,43.400,6.817,,400,400,ca,58.0,,,,amphoras,LR cylindrical Almagro51A Keay52,ceramic,"terra sigillata chiara D dish, terra sigillata lucente dish, coarseware",metal,bronze pitcher,,4 iron anchors,,hull,12.0,5.0,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dramont 7,,282,43.400,6.817,,60,70,ca,48.0,,,,ceramic,sigillata Drag. 18 and Ritt 8,tiles,roof tiles,amphoras,fragment Dr28 or Gauloise2,"jars, cup, lamp, scraper, hammer, axe, harpoon, burin, large ring, iron and bronze nails; terra sigillata cups, coarseware dishes, bowls, and jars",iron anchor,,fragment of keel,11.0,,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dramont 9,,283,43.400,6.833,?,1,500,,30.0,,,,stone,blocks,,,,,,,,,,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druten,,285,51.883,5.617,,200,200,ca,,silted,,,ceramic,"color-coated pottery, red-gloss",coins,coin dated to ca. 200,metal,axe,,pole-fitting,,remains of Roman barge,27.0,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunas del Pinatar,,286,37.800,-0.750,?,1,250,ca / ?,,,,,amphoras,Dr20,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
